0u21                33           exclam                                                          
0u22                34           quotedbl                                                        
0u23                35           numbersign                                                      
0u24                36           dollar                                                          
0u25                37           percent                                                         
0u26                38           ampersand                                                       
0u27                39           quotesingle                                                     
0u28                40           parenleft                                                       
0u29                41           parenright                                                      
0u2A                42           asterisk                                                        
0u2B                43           plus                                                            
0u2C                44           comma                                                           
0u2D                45           hyphen                                                          
0u2E                46           period                                                          
0u2F                47           slash                                                           
0u30                48           zero                                                            
0u31                49           one                                                             
0u32                50           two                                                             
0u33                51           three                                                           
0u34                52           four                                                            
0u35                53           five                                                            
0u36                54           six                                                             
0u37                55           seven                                                           
0u38                56           eight                                                           
0u39                57           nine                                                            
0u3A                58           colon                                                           
0u3B                59           semicolon                                                       
0u3C                60           less                                                            
0u3D                61           equal                                                           
0u3E                62           greater                                                         
0u3F                63           question                                                        
0u40                64           at                                                              
0u41                65           A_upper                    Au                                   
0u42                66           B_upper                    Bu                                   
0u43                67           C_upper                    Cu                                   
0u44                68           D_upper                    Du                                   
0u45                69           E_upper                    Eu                                   
0u46                70           F_upper                    Fu                                   
0u47                71           G_upper                    Gu                                   
0u48                72           H_upper                    Hu                                   
0u49                73           I_upper                    Iu                                   
0u4A                74           J_upper                    Ju                                   
0u4B                75           K_upper                    Ku                                   
0u4C                76           L_upper                    Lu                                   
0u4D                77           M_upper                    Mu                                   
0u4E                78           N_upper                    Nu                                   
0u4F                79           O_upper                    Ou                                   
0u50                80           P_upper                    Pu                                   
0u51                81           Q_upper                    Qu                                   
0u52                82           R_upper                    Ru                                   
0u53                83           S_upper                    Su                                   
0u54                84           T_upper                    Tu                                   
0u55                85           U_upper                    Uu                                   
0u56                86           V_upper                    Vu                                   
0u57                87           W_upper                    Wu                                   
0u58                88           X_upper                    Xu                                   
0u59                89           Y_upper                    Yu                                   
0u5A                90           Z_upper                    Zu                                   
0u5B                91           bracketleft                                                     
0u5C                92           backslash                                                       
0u5D                93           bracketright                                                    
0u5E                94           asciicircum                                                     
0u5F                95           underscore                                                      
0u60                96           grave                                                           
0u61                97           a_lower                    al                                   
0u62                98           b_lower                    bl                                   
0u63                99           c_lower                    cl                                   
0u64               100           d_lower                    dl                                   
0u65               101           e_lower                    el                                   
0u66               102           f_lower                    fl                                   
0u67               103           g_lower                    gl                                   
0u68               104           h_lower                    hl                                   
0u69               105           i_lower                    il                                   
0u6A               106           j_lower                    jl                                   
0u6B               107           k_lower                    kl                                   
0u6C               108           l_lower                    ll                                   
0u6D               109           m_lower                    ml                                   
0u6E               110           n_lower                    nl                                   
0u6F               111           o_lower                    ol                                   
0u70               112           p_lower                    pl                                   
0u71               113           q_lower                    ql                                   
0u72               114           r_lower                    rl                                   
0u73               115           s_lower                    sl                                   
0u74               116           t_lower                    tl                                   
0u75               117           u_lower                    ul                                   
0u76               118           v_lower                    vl                                   
0u77               119           w_lower                    wl                                   
0u78               120           x_lower                    xl                                   
0u79               121           y_lower                    yl                                   
0u7A               122           z_lower                    zl                                   
0u7B               123           braceleft                                                       
0u7C               124           bar                                                             
0u7D               125           braceright                                                      
0u7E               126           asciitilde                                                      
0uA1               161           exclamdown                                                      
0uA2               162           cent                                                            
0uA3               163           sterling                                                        
0uA4               164           currency                                                        
0uA5               165           yen                                                             
0uA6               166           brokenbar                                                       
0uA7               167           section                                                         
0uA8               168           dieresis                                                        
0uA9               169           copyright                                                       
0uAA               170           ordfeminine                                                     
0uAB               171           guillemotleft                                                   
0uAC               172           logicalnot                                                      
0uAD               173           uni00AD                                                         
0uAE               174           registered                                                      
0uAF               175           macron                                                          
0uB0               176           degree                                                          
0uB1               177           plusminus                                                       
0uB2               178           uni00B2                                                         
0uB3               179           uni00B3                                                         
0uB4               180           acute                                                           
0uB5               181           mu                                                              
0uB6               182           paragraph                                                       
0uB7               183           periodcentered                                                  
0uB8               184           cedilla                                                         
0uB9               185           uni00B9                                                         
0uBA               186           ordmasculine                                                    
0uBB               187           guillemotright                                                  
0uBC               188           onequarter                                                      
0uBD               189           onehalf                                                         
0uBE               190           threequarters                                                   
0uBF               191           questiondown                                                    
0uC0               192           Agrave                     Agrave_upper                         Agraveu    
0uC1               193           Aacute                     Aacute_upper                         Aacuteu    
0uC2               194           Acircumflex                Acircumflex_upper                    Acircumflex
0uC3               195           Atilde                     Atilde_upper                         Atildeu    
0uC4               196           Adieresis                  Adieresis_upper                      Adieresisu 
0uC5               197           Aring                      Aring_upper                          Aringu     
0uC6               198           AE                         AE_upper                             AEu        
